Fan_In,Fan_Out,Num_Gates,Critical_Path_Delay,Net_Length,Logic_Depth,Fan_In_Out_Ratio,Gate_Density,Delay_per_Gate
0.07310174846280236,-0.7697600562612995,-0.5684120054516987,-0.6739711598782792,-0.2805667474147071,6.0,-0.07641297252255368,-0.3422352498250011,-0.27300128562633313
1.5091477869731267,0.8011432126785648,0.8093734220828764,-0.5479572918092048,0.5603310505156899,11.0,-0.20663403642835024,-0.2557892781869282,-0.3599160579179565
-1.2228422375099293,-1.677393056093221,0.0036305518031628653,0.998716899106517,-1.708207339001721,6.0,0.7021981150531995,5.129583327453203,-0.14809685982093526
0.7736120111507654,-1.1537586331132663,-0.5753881341987093,-0.7050093871836717,-0.04113101151025173,7.0,0.45940541032527643,-0.3735971713101557,-0.27700657569389436
0.3883313666723857,0.27750878969861004,-1.6218074462502852,1.0807234210345114,1.0523087981178265,10.0,-0.26074244268127494,-0.5506209426867831,3.606604442135614
-1.0126891587035403,0.8360521742105618,0.6593866540221506,0.22449984353564115,-1.5501220474720598,8.0,-0.4437834512625972,2.2192512939125146,-0.2925043270913688
1.158892655629145,-1.4330303253692422,-1.2974174595142967,0.9618845821518209,-0.5525044640286024,9.0,1.5034140406553456,-0.4597544548167826,0.6969099860814445
1.2989947081667377,-0.6650331716653085,-0.12542783001653152,1.4422470546438062,-0.3445902052848811,11.0,0.14832725739262506,-0.2460490100263943,-0.07159717225454297
0.8786885505539599,0.556780481954586,-0.26495040495674166,-1.265716782032814,0.7415058578316,8.0,-0.2399825301596362,-0.3976357884856326,-0.3859900556327358
0.8786885505539599,1.3247776356585197,-1.1683590776946022,-0.5528185685018405,-0.7068880840709606,9.0,-0.3071648147145704,-0.41144909812401514,-0.05056129017984686
1.3340202213011358,0.417144635826598,0.362901182274204,-1.5532400781606774,-0.8771939620539594,8.0,-0.1726263924585232,0.08871356479317383,-0.4318691651489212
-0.9076126193003459,-1.0839407100492724,1.1163230869513387,-0.33416027763280914,-1.3275339728328275,6.0,-0.22041416291290805,1.1720976185909726,-0.35546094557825014
-1.643148395122707,1.0804149049345406,0.07687990364677319,-0.9222951671389049,1.7044070956396737,6.0,-0.5028827486573453,-0.41570491687906097,-0.36228267963575794
-0.9776636455691422,0.8360521742105618,-1.7159851843349272,0.23753346536053196,-0.10094038345562045,7.0,-0.4405462151995582,-0.5573858182751846,8.852816008208526
0.10812726159720051,0.1727819051026191,0.5268402078289509,0.9721030628773788,-1.5592824917193442,10.0,-0.2819794558974885,2.1683793962323157,-0.22007731262714522
-1.6781739082571052,-0.7697600562612995,-0.6695658722833511,-0.058473825637673046,-1.4617466604538085,4.0,-0.49502108412242096,0.3558782827805384,-0.14717894407432178
1.3340202213011358,1.4644134817865075,-1.4474042275750225,-0.5884441494799393,-1.2846563442079728,9.0,-0.282026075080424,-0.3937585074938069,0.28867552758947235
-0.697459540493957,-0.0017629025573658319,0.5756731090580245,-1.2166853361108907,-0.9960894531897881,5.0,-0.3689461705111668,0.2610723776496898,-0.40593002639309106
-0.41725543541877175,0.521871520422589,0.6419463321546243,-1.6529146844173797,0.8246436482834284,6.0,-0.3719756695006418,-0.30494427266173013,-0.4422936301367941
-1.6781739082571052,-1.6424840945612242,-0.6242210354277827,0.6060284081541019,0.1987562725975128,5.0,-0.39036905622245416,-0.40340499289121867,-0.04629049062432608
0.4934079060755802,1.0105969818705467,1.6779014510856844,-1.6400226039171948,0.9494311263564581,9.0,-0.31753124480407724,-0.20989400368444938,-0.4446761849771656
0.3533058535379876,0.06805502050662814,0.8930869670470025,1.4490058550941898,-1.657067480601753,11.0,-0.2369057428566915,4.84513748995341,-0.2174892121737698
-1.0126891587035403,-1.3981213638372452,-0.5788761985722145,0.3157795717292377,-0.8122822633724073,5.0,-0.04825206319674442,-0.22544284277488408,-0.10942087704150731
-0.5923830010907625,-1.0141227869852785,-0.7602555459944876,-0.5201860288777163,-0.32872302270385845,5.0,-0.14757635149453113,-0.37197869763479324,-0.20871847132465515
0.9137140636883581,-0.4555794024733266,0.7744927783478239,-1.600580022189441,-0.2478319224418391,7.0,-0.026179999130569613,-0.10134438943492655,-0.4388452077303854
0.28325482726919127,-1.2235765561772602,-0.14635621625756304,-0.31134188523545725,-1.540863186339463,6.0,0.3683581460523053,1.222842171533223,-0.27661811644927453
-0.9776636455691422,1.2898686741265226,0.2477950579485306,1.263242550357644,0.03631396237348998,10.0,-0.4510672324044349,-0.25445175762897304,-0.15971747910131015
1.369045734435534,0.9756880203385497,-0.027762027558384417,1.6189670252873614,-0.7382119891144545,13.0,-0.2382394500954644,-0.1016230821238781,-0.07339581029104397
